judul,artis,lirik
Topik Semalam,Kunto Aji,topik semalam lyricslirik topik semalamsemalamkau tanyakan lagi arah kitasanggupkah aku mengikatmuuntuk selamanyakau jangan takutjangan takutaku punya rencanakau jangan takutwalau semua masih ada di kepalajika kau mau bersabar dan mencoba mengertikupastikan engkau bahagiajika kau bisa bertahan menungguku di sinikupastikan engkau bahagiatapi tunggu dulutapi tunggu dulukurangkai dengan waktukusemai harapanmusebelum kutemuiayahmuibumuayahmukau jangan takutaku punya rencanakau jangan takutaku punya rencanakau jangan takutwalau semua masih ada di kepalajika kau mau bersabar dan mencoba mengertikupastikan engkau bahagiajika kau bisa bertahan menungguku di sinikupastikan engkau bahagiajika kau mau bersabar dan mencoba mengertikupastikan engkau bahagiajika kau bisa bertahan menungguku di sinikupastikan engkau bahagiatapi tunggu dulukurangkai dengan waktukusemai harapanmusebelum kutemuiayahmu
Saudade,Kunto Aji,saudade lyricslirik saudadedikatakan oleh anginyang menghasilkan gelombangjadilah besar bestaridan manfaat 'tuk sekitardikatakan awan hitamsebelum datangnya hujanbiarlah aku dikutukdan engkau yang dirayakanperjalanan takdir dan kenanganberselimut doahangatnya akan terjagaselalu adamenemanimusampai kitadihapuslahjadi besar dan bestariserap yang baik untukmuoh di sanaberdirilah engkaudengan senyuman dan keping harapandi belakangtempatmu bersandartanganku terbukakapan pun kau ingatpulangselalu adamenemanimusampai kitadihapuslahjadi besar dan bestariserap yang baik untukmuyang baik untukmuapa pun yang kau hadapi
Konon Katanya,Kunto Aji,konon katanya lyricslirik konon katanyakau tak pernah berubahkau masih saja dengan peran yang kau tak sukaapa kata ayahjadi pembatas ruang gerakmu berkaryahaaaaaaaaahaaaaaaahakonon katanya konon katanyakonon kononkonon katanya konon katanyaaakonon katanya konon katanyakonon kononkonon katanya konon katanyaaajangan raguragucantik kau tahuhidup bukan tentang angkaaaaaaaaaaaaaaaaaaaaaaaaakonon katanya konon katanyakonon kononkonon katanya konon katanyaaakonon katanya konon katanyakonon kononkonon katanya konon katanyaaabukan lidah lancangku yang merayumaksud hatiku ingin bebaskanmusekilas yang aku dengarsekilas yang aku dengarkonon katanya konon katanyakonon kononkonon katanya konon katanyaaakonon katanya konon katanyakonon kononkonon katanya konon katanyaaakau konon katanya konon katanyaingin lebih bahagia konon konon konon katanyaraih tanganku konon katanya aakau konon katanya konon katanyaingin lebih bahagia konon konon konon katanyaraih tanganku konon katanya aakau kau ingin lebih bahagia raihingin lebih bahagia tangankuraih tangankukau kau ingin lebih bahagia raihingin lebih bahagia tangankuraih tanganku
Rehat,Kunto Aji,rehat seratserat harapan masih terjalinsuaramu terdengar masihlah nyaringdan bergemadi ruangruang hatimutenangkan hatisemua ini bukan salahmujangan berhentiyang kau takutkan takkan terjadiyang dicari hilangyang dikejar lariyang ditunggu yang diharapbiarkanlah semesta bekerjauntukmutenangkan hatisemua ini bukan salahmujangan berhentiyang kau takutkan takkan terjadikita coba lagiuntuk lain harikita coba lagiyang ditunggu yang diharapbiarkanlah semesta bekerjauntukmutenangkan hatisemua ini bukan salahmuterus berlariyang kau takutkan takkan terjadi
Rancang Rencana,Kunto Aji,rancang rencana lyricslirik rancang rencanadalam kuingatsuara terdengarjangan berubahjangan berubahkita siap 'tuk berlarilebih jauh dari inilihat gelasmu kau habiskan dulumalam segera berakhiresok kita singkap takdirkatamudalam kuingatsuara terdengarjangan berubahjangan berubahku terjebak dalam pusaran waktukau menahanku tak terburuburuambisiku impiankuyang membutakandalam kuingatsuara terdengarjangan berubahjangan berubahdalam kuingatsuara terdengarjangan berubahkau yang kukenal
Senja di Ambang Pilu,Danilla Riyadi,senja di ambang pilu bertegur sapa di kala senjamemerah meredam nyala suryadengan dia yang mencuat dibatas kalbumemeluk hatiku yang dibelai rindutak berdaya ku beradadiambang waktu'tuk memulai piluku tenggelam ke dalam sepiku ditelan sunyi memikirkanmumendamba masa untuk bersuadengan dia yang melintas di malam syahdumelepas semua curah rasamenghempas beban dan nestapaterikat dalam kedamaiankala dua insan yang sedang terlenatak berdaya ku beradadiambang waktu'tuk memulai piluku tenggelam ke dalam sepiku ditelan sunyi merindukanmutak berdaya ku tak berdayadiambang waktu'tuk memulai piluku tenggelam ke dalam sepiku ditelan sunyi merindukanmumengenal firasat tersimpan pada manusiatersirat buaian keresahan takkan melayangmelayangmelayangmelayang
Terpaut Oleh Waktu,Danilla Riyadi,terpaut oleh waktu tenggelam aku di rupamuke palung rindu yang tersemutak ada ruang yang tersisa dalam sendutersimpan batas saat sayu mengadukuingin kepadamubayangmu ingin kucumbutapi tersapu oleh sadarkunyatamu kian merayuterbius aku hingga membekutapi ku terharu kau terpaut oleh waktubayangmu ingin kucumbutapi tersapu oleh sadarkunyatamu kian merayuterbius aku hingga membekutapi ku terharu kau terpaut oleh waktuwohootapi ku terharu kau terpaut oleh waktu
Ada di Sana,Danilla Riyadi,ada di sana kutergetar saat menatap kedua matamumelahirkan seutas keinginan 'tuk memilikimukian bertahan memendam raut wajahmukulihat sebuah jalan yang langsung menuju batinmusudikah kiranya kau mengizinkan dirikuuntuk sejenak berkunjung ke dalam hatimupastikan 'ku ada di sanakuterbenam saat kau jatuh dalam pelukkumenatap sebuah perasaan saat kau ada dengankusudikah kiranya kau mengizinkan dirikuuntuk sejenak berkunjung ke dalam hatimupastikan 'ku ada di sanakuingin waktu biarlah berhenti di siniagar senantiasa tak kunjung engkau pergiseperti malam menanti esok pagikutergetar saat menatap kedua matamumelahirkan seutas keinginan 'tuk memilikimukian bertahan memendam raut wajahmukulihat sebuah jalan yang langsung menuju batinmupastikan 'ku ada di sana
Berdistraksi,Danilla Riyadi,berdistraksi ku melangkah terseok 'tuk dibunuh waktuseingatku waktu itu kau bersamanyamenjadi bulanbulanan oleh perasaanku diabaikan dalam senduhatiku membiruterperangkap menggerutumengalihkan peristiwamenantikan kenyataanyang tak kunjung usai sampaiujung waktu tiba hinggaku jatuh tenggelam dalam keresahankumelangkah terseok 'tuk dibunuh waktuseingatku waktu itu kau bersamanyamenjadi bulanbulanan oleh perasaanku diabaikan dalam senduhatiku membiruterperangkap menggerutumengalihkan peristiwamenantikan kenyataanyang tak kunjung usai sampaiujung waktu tiba hinggaku jatuh tenggelam dalam keresahanku terdiam tersungkur 'tuk dibunuh waktuwalau nanti pasti waktu akan berlaluesok masih kau tak kunjung muncul dan tak menentumungkin aku masih bisa memalingkan rindu mungkin begituhatiku membiruterperangkap menggerutuhatiku membiruterperangkap menggerutu
Aaa,Danilla Riyadi,aaa terlatih diam tidur di singgasanabertuankan kelam kehadiranku yang fanabenarkah bila kau sudah terabaikan di sanarekatnya tekanan tak buatmu jeratemaniku aaaterangiku aaaarungiku aaaangguniku aaaawali dengan merintih dan tertawamenuai kenangan yang tak hentikanku juabiarlah biar nanti kan lelah waktukuku terlalu sadar rasakan ketulusanmutemaniku aaaterangiku aaakagumiku aaawarnaiku aaa
Renjana (Danilla Riyadi),Daramuda,renjana danilla riyadi petang tenangdibalut asmara semestajangan hilangjangan sudahi kencan kitaohhhmengapa diri mendayusuaramumengawangawangsaat mataku terpejamengkau merayukemana lagi kucarinikmat duniawiohh ini renjanabermekaran
Wahai Kau,Danilla Riyadi,wahai kau wahai kauyang kerap tersenyum manis di benakkuberhentilahagar ku sanggup tidur kali iniwahai kau yang telah getarkan hati saat pagibersama turunnya butir embun yang perlahanwahai kau yang lahirkan resah saat kita berduaterpisah di tempat yang jauh 'tuk merinduikut denganku serta melintasi alam nyatayang tersimpan dalam belaian di jiwaseakan kita benar tak peduli akan salahoh karena hati dan rasa bicarawahai kau yang selama ini jadi buaiankukemarilah saat senja bertemu malam gelapwahai kau yang kerap menangis di pelukkutersedulah karena ku duduk di sampingmusenantiasa bercumbu di kala hujan dan gemilang selimuti kitaikut denganku serta melintasi alam nyatayang tersimpan dalam belaian di jiwaseakan kita benar tak peduli akan salahoh karena hati dan rasa bicaraikut denganku serta melintasi alam nyatayang tersimpan dalam belaian di jiwaseakan kita benar tak peduli akan salahoh karena hati dan rasa bicara
Lintasan Waktu,Danilla Riyadi,lintasan waktu lyricstiada lagi yang bisa temani ragakutiada lagi yang bisa bekali jiwakumeredup diam dan terpakuterpajang hati kian membekutiada gemulai senja di ujung harikutiada sambutan embun di kala pagikuterjebak di lintasan waktuterbujur aku dan membatukembali ke sanarindu kini t'lah menahanmemang ingin aku berlari ke arahnyasetelah usang menjemput nanti
Kembali Pulih Lagi [Pretty Boys Original Motion Picture Soundtrack],Danilla Riyadi,kembali pulih lagi  kesal beralaskan bualan sajamasalah yang tak besarmembuatku kecewarasa ini melelahkan dan entah sampai kapankini datangkembalikinidatang kembali lagirusaksebelah mana ku tak pahambukankah seharusnyakitasaling menjagaapa kabar perjalanan yang telah kita binaakan kembali pulihakan kembali pulih lagidi seberang lamunankuterbang tersihir alunan mimpiya mungkin ini yang nantimembawaku pergi'tuk selamanyakan berbahagiabercanda tertawalagilagilagi
Kalapuna,Danilla Riyadi,kalapuna lyricsresah kala kau jagamurka jika ku dengarletih tanpamu arungi lautan rinduremang tiada taranamun sungguh terasaharum belaimu seakan terus menunggulepas jua jasadmubiar buyar asakurenungan yang mengalunpenuh sudah segala ruangapakah aku terlalu keras menikamlepas jua jasadmubiar buyar asakusukar sudah tegakkupunah sudah masaku
Rayuan Perempuan Gila,Nadin Amizah,rayuan perempuan gila menurutmu berapa lama lagi kau kan mencintakumenurutmu apa yang bisa terjadi dalam sewindubukan apa hanya bersiap tak ada yang tahu aku takuttak pernah ada yang lama menungguku sejak duluyang terjadi sebelumnyasemua orang takut padakumemang tidak mudahmencintai diri ininamun aku berjanjiakan mereda seperti semestinyamenurutmu apa benar saat ini kau masih mencintakumenurutmu apa yang bisa dicinta dari dirikubukan apa hanya bersiap tak ada yang tahu aku takuttak pernah ada yang lama menungguku sejak duluyang terjadi sebelumnyasemua orang takut padakupanggil aku perempuan gilahantu berkepala keji membunuh kasihnyapenuh ganggu di dalam jiwanyasambil penuh cinta diamdiam berusahaselalu tahu akan ditinggalkannamun demi tuhan aku berusahamemang tidak mudahmencintai diri ininamun aku berjanjiakan mereda seperti semestinyamemang tidak mudahmencintai diri ininamun aku berjanjiakan mereda seperti semestinya
Sorai,Nadin Amizah,sorai langit dan laut saling membantumencipta awan hujan pun turunketika dunia saling membantulihat cinta mana yang tak jadi satukau memang manusia sedikit katabolehkah aku yang berbicarakau memang manusia tak kasat rasabiar aku yang mengemban cintaawan dan alam saling bersentuhmencipta hangat kau pun tersenyumketika itu kulihat syahdulihat hati mana yang tak akan jatuhkau memang manusia sedikit katabolehkah aku yang berbicarakau memang manusia tak kasat rasabiar aku yang mengemban cintakau dan aku saling membantumembasuh hati yang pernah pilumungkin akhirnya tak jadi satunamun bersorai pernah bertemu
Rumpang,Nadin Amizah,rumpang pagi tadi aku masih menangisada rasa yang tak kunjung matiada seseorang di ataskumenahan semua rasa malusempat ku berpikir masih bermimpi tanpa hentimatahari dan bulan saksinyaada rasa yang tak mau hilangaku takut sepi tapi yang lain tak berartikatanya mimpiku 'kan terwujudmereka lupa tentang mimpi buruktentang kata maaf sayang aku harus pergisudah kuucap semua pintasebelum ku memejamkan matatapi selalu saja kamu tetap harus pergisempat ku berpikir masih bermimpibertahun berlanjut tanpa hentikulitmu yang memudar saksinyatetap rasaku tak pernah hilangaku takut sepi tapi yang lain tak berartikatanya mimpiku 'kan terwujudmereka lupa tentang mimpi buruktentang kata maaf sayang aku harus pergisudah kuucap semua pintasebelum ku memejamkan matatapi selalu saja kamu tetap harus pergibanyak yang tak ku ahlibegitu pula menyambutmu pergibanyak yang tak ku ahlibegitu pula menyambutmu pergibanyak yang tak ku ahlibegitu pula menyambutmu tak kembalikatanya mimpiku akan terwujudmereka berbohong mimpiku tetap semu
Bertaut,Nadin Amizah,bertaut bun hidup berjalan seperti bajinganseperti landak yang tak punya temania menggonggong bak suara hujandan kaupangerankumengambil peranbun kalausaat hancur 'ku disayangapalagi saat kujadijuarasaat tak tahu arah kau di sanamenjadi gagah saat 'ku tak bisasedikit kujelaskan tentangku dan kamuagar seisi dunia tahukeras kepalaku sama denganmucaraku marah caraku tersenyumseperti detak jantung yang bertautnyawaku nyala kar'na denganmuaku masih ada sampai di sinimelihatmu kuat setengah matiseperti detak jantung yang bertautnyawaku nyala kar'na denganmubun aku masih tak mengerti banyak halsemuanya berenang di kepaladan kau dan semua yang kau tahu tentangnyamenjadi jawab saat 'ku bertanyasedikit kujelaskan tentangku dan kamuagar seisi dunia tahukeras kepalaku sama denganmucaraku marah caraku tersenyumseperti detak jantung yang bertautnyawaku nyala kar'na denganmuaku masih ada sampai di sinimelihatmu kuat setengah matiseperti detak jantung yang bertautnyawaku nyala kar'na denganmusemoga lama hidupmu di sinimelihatku berjuang sampai akhirseperti detak jantung yang bertautnyawaku nyala kar'na denganmu
Semua Aku Dirayakan,Nadin Amizah,semua aku dirayakan terima kasih katanyasemua aku dirayakanjangan menangis ku dibuaisampai tenangdiciumnya api marahkuternyata kacau bisa luluhjangan menangis biar tenangku dibuaijika malam datangdan takut menyerangkau genggam apa yang kuragukantiada yang bilangbadainya kan redaberhadapan dengan cahaya yang kerap membutakantiada yang bilangjawaban kan datangjauh dari seram yang selama ini telah kubayangkansemua aku dirayakanhatiku seberat duniasemua bentuknya kau rayakanmenangis pun kau penuh tenangku dibuaijika malam datangdan takut menyerangkau genggam apa yang kuragukantiada yang bilangbadainya kan redaberhadapan dengan cahaya yang kerap membutakantiada yang bilangjawaban kan datangjauh dari seram yang selama ini telah kubayangkansemua aku dirayakan
Taruh,Nadin Amizah,taruh lyricslirik taruhku sudah tahu dari awalmencintai bukan perkara kebaljauh dari kata mudah dan asalkupelajari sedarikecilberteriakdi atas tenggorokanhujanserapah dan makianhancur lebih mudah daribertahankupelajari sedari kecildan dari situ cara pandangkumelihat cinta berwarna keruhseperti bertaruh apa kau dan akuakan jadi sama seperti ituaku punya harapan 'tuk kitayang masih kecil di mata semuawalau takut kadang menyebalkantapi sepanjang hidup 'kan kuhabiskanwalau tak terdengar masuk akalbagi mereka yang tak percayatapi kita punya kitayang akan melawan duniaaku sudah tahu dari awalrasa takut masih kugenggam nyamancinta dan jenisnya seperti seramkupelajari sedari kecildan dari situ cara pandangkumelihat cinta berwarna keruhseperti bertaruh apa kau dan akuakan jadi sama seperti ituaku punya harapan 'tuk kitayang masih kecil di mata semuawalau takut kadang menyebalkantapi sepanjang hidup 'kan kuhabiskanwalau tak terdengar masuk akalbagi mereka yang tak percayatapi kita punya kitayang akan melawan dunia
Seperti Tulang,Nadin Amizah,seperti tulang lyricslirik seperti tulangkecil wajahmu meraut sedihsiapa yang berlayar pergimelatihmu sendirimenertawakan sunyisampai hatimu lupaterbiasa perihkecil seorangpenipumahirsehingga tak adalagi tanyaapakah kau tak apamenertawakan rintihsampairagamu lupaterbiasa letihtawa harusnya minta maafpadamu yang lama ia tinggalkantak sepenuhnya merasa sembuhdari lukadari lukadari lukakecil aku pun meraut sedihsemua karena tak lagi bisamemelukmu sempurnamenertawakan harisampai dirimu lupatak sepenuhnya merasa sembuhdari lukadari lukadari lukadari lukaseperti tulang yang patahdan tumbuh tidak sempurna
Mendarah,Nadin Amizah,mendarah lyricslirik mendarahdoodoodoorumdoodoodoorumdoorumbagaikan jiwa yang terpisahmati enggan hidup pun susahjiwanya t'lah lama direnggut waktukatanya hatiku t'lahlamaterbelahbagai cangkang kosongterpisahragaku ada di sinitapi hatiku bersamamubukanmaafyang kumintatapi pelukyang kulupaini cerita tentang rumah yang berbedadan berjarakjauhhanyatersentuhdalam jarak doaadahati yang kujaganamamujadi rahasiadalam diam 'kan kubawamendarahsetidaknyaada ceritadi mana adakamu dalamnyaini cerita tentang rumah yang berbedadan berjarak jauhhanya tersentuh dalam jarak doaada hati yang kujaganamamu jadi rahasiadalam diam 'kan kubawadalam diam 'kan kubawadalam diam 'kan kubawamendarah
